Symbol,Name,Market Cap,Price,Circulating Supply,Cryptocurrency
ITI,iTicoin,"$633,293",$19.79,32000,coin
MAX,MaxCoin,"$621,025",$0.010209,60834109,coin
AU,AurumCoin,"$580,100",$1.96,296216,coin
HBN,HoboNickels,"$575,080",$0.009633,59696358,coin
MAC,Machinecoin,"$569,162",$0.028248,20148600,coin
KOBO,Kobocoin,"$546,846",$0.022139,24700248,coin
ORB,Orbitcoin,"$538,017",$0.175081,3072963,coin
BTB,BitBar,"$519,383",$14.83,35024,coin
BITS,Bitstar,"$506,058",$0.021927,23079737,coin
TAG,TagCoin,"$483,970",$0.082403,5873181,coin
UNIT,Universal Currency,"$470,135",$0.036035,13046431,coin
FC2,FuelCoin,"$467,495",$0.004601,101606375,coin
MZC,MazaCoin,"$403,348",$0.000301,1341145344,coin
V,Version,"$390,130",$0.000840,464618839,coin
PIGGY,Piggycoin,"$381,891",$0.000785,486253135,coin
AMBER,AmberCoin,"$367,568",$0.008411,43699481,coin
SMC,SmartCoin,"$365,992",$0.015615,23437755,coin
BRIT,BritCoin,"$349,226",$0.016420,21268092,coin
STS,Stress,"$324,285",$0.000574,565134332,coin
UNI,Universe,"$323,472",$0.032629,9913663,coin
TROLL,Trollcoin,"$317,436",$0.000563,563975723,coin
VAL,Valorbit,"$316,816",$0.000072,4405804430,coin
TOR,Torcoin,"$303,769",$0.960751,316179,coin
BUCKS,SwagBucks,"$296,702",$0.968147,306464,coin
GLC,GlobalCoin,"$295,169",$0.004529,65171010,coin
DAXX,DaxxCoin,"$294,662",$0.000596,494102050,coin
CARBON,Carboncoin,"$279,587",$0.000018,15392004513,coin
GAIA,GAIA,"$278,448",$0.011553,24101381,coin
HONEY,Honey,"$267,868",$0.885375,302547,coin
RBIES,Rubies,"$267,422",$0.025676,10415252,coin
WAY,WayGuide,"$266,105",$0.002660,100040708,coin
BTCS,Bitcoin Scrypt,"$263,058",$0.016040,16399738,coin
TALK,BTCtalkcoin,"$262,854",$0.004026,65290635,coin
PR,Prototanium,"$253,289",$1.29,195724,coin
PXC,Phoenixcoin,"$251,465",$0.004069,61800079,coin
TIT,Titcoin,"$250,000",$0.005010,49898202,coin
VLT,Veltor,"$248,629",$0.448098,554855,coin
I0C,I0Coin,"$243,635",$0.011610,20984056,coin
KAYI,Kayicoin,"$240,478",$0.000846,284108079,coin
XPY,PayCoin,"$233,486",$0.019758,11817194,coin
LANA,LanaCoin,"$233,275",$0.000282,828455198,coin
OPAL,Opal,"$220,996",$0.014594,15143017,coin
CNO,Coin(O),"$219,382",$0.002086,105158349,coin
VIDZ,PureVidz,"$218,200",$0.001742,125279775,coin
FLT,FlutterCoin,"$210,935",$0.000655,322214524,coin
GUN,Guncoin,"$210,366",$0.001078,195102628,coin
LOT,LottoCoin,"$208,240",$0.000014,14491014421,coin
SPEX,SproutsExtreme,"$206,084",$0.000072,2866607586,coin
XPTX,PlatinumBAR,"$205,659",$0.553557,371523,coin
ELE,Elementrem,"$205,085",$0.007980,25700194,coin
FUNK,The Cypherfunks,"$204,253",$0.000004,46104732499,coin
FRC,Freicoin,"$202,462",$0.006902,29335750,coin
DRXNE,DROXNE,"$197,970",$0.003199,61882783,coin
FLY,Flycoin,"$191,121",$0.906620,210806,coin
XJO,Joulecoin,"$188,834",$0.005517,34226524,coin
TRK,Truckcoin,"$186,016",$0.001224,152027328,coin
XGR,GoldReserve,"$185,171",$0.010784,17171382,coin
CORG,CorgiCoin,"$181,174",$0.000145,1251855418,coin
NYAN,Nyancoin,"$177,411",$0.000560,317056385,coin
CCN,Cannacoin,"$175,400",$0.037323,4699498,coin
CUBE,DigiCube,"$174,633",$0.000072,2429126009,coin
SAC,SACoin,"$173,504",$0.073473,2361470,coin
BOLI,Bolivarcoin,"$170,909",$0.021035,8125025,coin
TTC,TittieCoin,"$168,286",$0.000134,1259816434,coin
XRA,Ratecoin,"$165,307",$0.001456,113513539,coin
Q2C,QubitCoin,"$160,547",$0.000647,248131871,coin
SH,Shilling,"$158,847",$0.004094,38796775,coin
UNIC,UniCoin,"$156,825",$0.052942,2962186,coin
XPD,PetroDollar,"$155,101",$0.002424,63993275,coin
KED,Darsek,"$155,011",$0.011554,13416019,coin
BIGUP,BigUp,"$152,042",$0.000072,2114598444,coin
J,Joincoin,"$148,456",$0.060634,2448402,coin
MAD,SatoshiMadness,"$143,832",$0.000072,2000683485,coin
MNM,Mineum,"$142,462",$0.015097,9436367,coin
XRE,RevolverCoin,"$140,756",$0.006326,22248856,coin
PIE,PIECoin,"$138,354",$0.006542,21148204,coin
EMD,Emerald Crypto,"$138,170",$0.007228,19117129,coin
EVIL,Evil Coin,"$136,745",$0.006505,21020383,coin
GRT,Grantcoin,"$134,966",$0.003147,42888561,coin
TGC,Tigercoin,"$134,586",$0.003091,43536800,coin
MOJO,MojoCoin,"$133,838",$0.011039,12124398,coin
CNNC,Cannation,"$132,544",$0.053512,2476893,coin
CTO,Crypto,"$132,400",$0.011143,11881773,coin
PX,PX,"$128,042",$0.001359,94243385,coin
BERN,BERNcash,"$127,254",$0.001786,71234301,coin
CHESS,ChessCoin,"$122,276",$0.002263,54032769,coin
WYV,Wyvern,"$121,468",$0.071891,1689614,coin
BLC,Blakecoin,"$119,416",$0.007896,15122697,coin
EVO,Evotion,"$119,086",$0.037814,3149253,coin
MAY,Theresa May Coin,"$116,961",$0.005032,23241600,coin
KUSH,KushCoin,"$116,872",$0.021462,5445524,coin
BXT,BitTokens,"$114,869",$0.205858,558000,coin
SWAT,SWTCoin,"$113,426.33",$$0.0002,498774592,coin
888,OctoCoin,"$111,263",$0.002223,50044900,coin
BUMBA,BumbaCoin,"$111,055",$0.004960,22387948,coin
SWING,Swing,"$107,768",$0.040178,2682229,coin
GB,GoldBlocks,"$107,073",$0.007159,14956512,coin
CAP,Bottlecaps,"$102,284",$0.000514,198876953,coin
BITZ,Bitz,"$100,046",$0.050252,1990891,coin
ACOIN,Acoin,"$99,091",$0.081216,1220085,coin
HMP,HempCoin,"$97,531",$0.000072,1356645470,coin
WMC,WMCoin,"$96,132",$0.008339,11527489,coin
GAP,Gapcoin,"$94,106",$0.007912,11893409,coin
XCT,C-Bit,"$93,468",$0.000594,157223250,coin
URC,Unrealcoin,"$92,919",$0.013228,7024402,coin
CACH,CacheCoin,"$92,906",$0.022146,4195132,coin
SPACE,SpaceCoin,"$90,926",$0.004388,20723188,coin
KIC,KibiCoin,"$90,634",$0.006165,14701000,coin
XLC,LeviarCoin,"$89,895",$0.009433,9529502,coin
LEA,LeaCoin,"$88,628",$0.000287,308973490,coin
C2,Coin2.1,"$88,603",$0.000886,99976323,coin
DLC,Dollarcoin,"$88,383",$0.009705,9106714,coin
GP,GoldPieces,"$86,997",$0.071300,1220161,coin
QCN,QuazarCoin,"$86,915",$0.014378,6044911,coin
20,020LondonCoin,"$86,167",$5.5e-07,"1,56705E+11",coin
FLAX,Flaxscript,"$85,362",$0.015296,5580596,coin
GPU,GPU Coin,"$84,663",$0.002092,40477042,coin
ANTI,AntiBitcoin,"$84,125",$0.004817,17465159,coin
PHS,Philosopher Stones,"$82,584",$0.013731,6014340,coin
CASH,Cashcoin,"$82,200",$0.001797,45735979,coin
FRK,Franko,"$81,702",$0.087779,930767,coin
USDE,USDe,"$81,542",$0.000072,1134236104,coin
CON,PayCon,"$80,866",$0.003509,23042604,coin
ISL,IslaCoin,"$80,637",$0.053271,1513704,coin
ARI,Aricoin,"$80,297",$0.000572,140262505,coin
WORM,HealthyWormCoin,"$79,694",$0.000719,110854078,coin
SLING,Sling,"$77,295",$0.071963,1074095,coin
FIRE,Firecoin,"$75,638",$0.768589,98412,coin
CRX,Chronos,"$74,863",$0.001015,73729962,coin
CAT,Catcoin,"$73,605",$0.012006,6130750,coin
DUO,ParallelCoin,"$72,106",$0.239096,301578,coin
HAL,Halcyon,"$70,771",$0.013587,5208585,coin
ADCN,Asiadigicoin,"$69,901",$0.002804,24931054,coin
XCRE,Creatio,"$69,499",$0.003387,20520514,coin
DRM,Dreamcoin,"$69,386",$0.028325,2449632,coin
RED,RedCoin,"$68,569",$0.000925,74107896,coin
STV,Sativacoin,"$68,258",$0.009633,7085545,coin
CPN,CompuCoin,"$66,569",$0.003394,19615019,coin
ARCO,AquariusCoin,"$66,353",$0.045651,1453498,coin
VC,VirtualCoin,"$63,671",$0.006326,10064287,coin
SRC,SecureCoin,"$63,007",$0.007737,8143306,coin
RBT,Rimbit,"$62,283",$0.000539,115499623,coin
EUC,Eurocoin,"$62,279",$0.005043,12350878,coin
ARG,Argentum,"$61,998",$0.007360,8423374,coin
UNITS,GameUnits,"$61,660",$0.017754,3472983,coin
SLM,Slimcoin,"$61,211",$0.004098,14937439,coin
PXI,Prime-XI,"$60,828",$0.003492,17417715,coin
NEVA,NevaCoin,"$59,860",$0.025192,2376155,coin
VEC2,Vector,"$59,353",$0.003595,16512002,coin
ALL,Allion,"$58,526",$0.009441,6199359,coin
BTCR,Bitcurrency,"$57,680",$0.000340,169598616,coin
BTQ,BitQuark,"$56,840",$0.006398,8883556,coin
CYP,Cypher,"$56,121",$0.008817,6365285,coin
MARS,Marscoin,"$55,473",$0.001962,28279074,coin
JWL,Jewels,"$55,133",$0.002732,20181636,coin
BVC,BeaverCoin,"$53,974",$0.017326,3115258,coin
ICOB,ICOBID,"$53,203",$0.000500,106340646,coin
SPT,Spots,"$52,932",$0.002362,22406021,coin
XBTC21,Bitcoin 21,"$52,456",$0.066140,793108,coin
QTL,Quatloo,"$52,169",$0.006759,7718883,coin
MST,MustangCoin,"$51,751",$0.082100,630343,coin
RPC,RonPaulCoin,"$51,348",$0.057802,888340,coin
SCRT,SecretCoin,"$51,073",$0.012078,4228672,coin
BRAIN,Braincoin,"$50,638",$0.005032,10062481,coin
CWXT,CryptoWorldX Token,"$49,843",$0.000836,59630200,coin
PONZI,PonziCoin,"$49,462",$0.057441,861099,coin
ARB,ARbit,"$48,957",$0.006402,7647300,coin
MAR,Marijuanacoin,"$48,831",$0.034478,1416320,coin
BLRY,BillaryCoin,"$48,455",$0.005389,8991545,coin
CXT,Coinonat,"$48,216",$0.005591,8623200,coin
URO,Uro,"$48,116",$0.039854,1207310,coin
IMS,Independent Money System,"$47,582",$0.008862,5368934,coin
ERY,Eryllium,"$47,270",$0.009411,5022892,coin
MTLMC3,Metal Music Coin,"$45,390",$0.000569,79719140,coin
BSTAR,Blackstar,"$45,349",$0.000072,630795971,coin
DBTC,Debitcoin,"$45,198",$0.002511,17999568,coin
BTPL,Bitcoin Planet,"$43,210",$0.007988,5409111,coin
ATX,Artex Coin,"$43,163",$0.002298,18781750,coin
POP,PopularCoin,"$42,861",$0.000013,3372875244,coin
MCRN,MACRON,"$42,066",$0.000105,401421401,coin
CESC,CryptoEscudo,"$41,440",$0.000288,144105100,coin
BIP,BipCoin,"$40,360",$0.024803,1627261,coin
DAS,DAS,"$39,565",$0.015084,2622886,coin
GCC,GuccioneCoin,"$39,375",$0.001941,20285537,coin
ZYD,Zayedcoin,"$39,052",$0.006255,6243840,coin
PHO,Photon,"$38,940",$0.000002,20108332553,coin
ASAFE2,AllSafe,"$38,446",$0.004788,8030000,coin
JOBS,JobsCoin,"$38,109",$0.000359,106019270,coin
GPL,Gold Pressed Latinum,"$37,652",$0.150324,250473,coin
FLVR,FlavorCoin,"$37,560",$0.001797,20898106,coin
WARP,WARP,"$37,400",$0.034148,1095224,coin
MND,MindCoin,"$36,982",$0.002948,12546625,coin
AGLC,AgrolifeCoin,"$36,955",$0.005248,7041724,coin
SOON,SoonCoin,"$36,906",$0.002961,12462620,coin
PLNC,PLNcoin,"$36,858",$0.002157,17089600,coin
IMX,Impact,"$36,857",$0.000337,109508975,coin
HXX,Hexx,"$34,829",$0.023695,1469899,coin
CMT,Comet,"$34,557",$0.039592,872830,coin
COAL,BitCoal,"$33,967",$0.007548,4500000,coin
SONG,SongCoin,"$33,885",$0.001041,32565300,coin
SOIL,SOILcoin,"$31,972",$0.005607,5702048,coin
G3N,G3N,"$31,531",$0.004170,7561891,coin
BLZ,BlazeCoin,"$31,177",$0.000051,608557394,coin
VLTC,Vault Coin,"$31,134",$0.001030,30240530,coin
PULSE,Pulse,"$30,839",$0.002157,14298972,coin
STEPS,Steps,"$30,796",$0.001654,18625017,coin
JIN,Jin Coin,"$30,445",$0.003091,9848485,coin
CAB,Cabbage,"$30,295",$0.002885,10499996,coin
SLEVIN,Slevin,"$30,194",$0.000431,70000000,coin
SFC,Solarflarecoin,"$29,382",$0.002086,14083450,coin
ORLY,Orlycoin,"$28,980",$0.000791,36646779,coin
OFF,Cthulhu Offerings,"$28,939",$0.011036,2622273,coin
BSC,BowsCoin,"$28,862",$0.005200,5550102,coin
WBB,Wild Beast Block,"$28,016",$0.178311,157117,coin
CRT,CRTCoin,"$27,354",$0.345078,79270,coin
PSB,Pesobit,"$27,201",$0.000811,33536647,coin
GBC,GBCGoldCoin,"$27,177",$0.002392,11361817,coin
BENJI,BenjiRolls,"$27,025",$0.001335,20242646,coin
ACP,AnarchistsPrime,"$26,229",$0.005968,4394874,coin
GBT,GameBet Coin,"$25,986",$0.001222,21262780,coin
ICON,Iconic,"$25,446",$0.042919,592894,coin
VPRC,VapersCoin,"$25,220",$0.000032,780124964,coin
TSTR,Tristar Coin,"$24,941",$0.004960,5027857,coin
BIOS,BiosCrypto,"$23,641",$0.001135,20821709,coin
KRONE,Kronecoin,"$23,342",$0.007560,3087387,coin
IMPS,ImpulseCoin,"$23,288",$0.001150,20245510,coin
TAGR,TAGRcoin,"$22,482",$0.000581,38669634,coin
IBANK,iBank,"$22,127",$0.004889,4526324,coin
XBTS,Beatcoin,"$21,739",$0.014258,1524686,coin
EGO,EGO,"$21,567",$0.000359,60000001,coin
DLISK,DAPPSTER,"$21,567",$0.000216,100000000,coin
MILO,MiloCoin,"$21,300",$0.001974,10789954,coin
LIR,LetItRide,"$20,833",$0.000575,36223342,coin
PRX,Printerium,"$20,237",$0.001712,11821728,coin
KNC,KingN Coin,"$20,218",$10.07,2007,coin
LUNA,Luna Coin,"$20,026",$0.012555,1594989,coin
BOAT,Doubloon,"$18,662",$0.001006,18547845,coin
PEX,PosEx,"$18,342",$0.007477,2453240,coin
FUZZ,FuzzBalls,"$18,322",$0.003793,4829945,coin
BQC,BBQCoin,"$18,248",$0.000359,50765854,coin
VIP,VIP Tokens,"$17,998",$0.000216,83450403,coin
SOCC,SocialCoin,"$17,664",$0.012755,1384879,coin
DPAY,DPAY,"$17,155",$0.000216,79541001,coin
DOLLAR,Dollar Online,"$16,311",$0.021639,753776,coin
LTCR,Litecred,"$16,234",$0.000537,30227750,coin
HVCO,High Voltage,"$16,220",$0.010856,1494171,coin
ZNE,Zonecoin,"$15,963",$0.006183,2581970,coin
RSGP,RSGPcoin,"$15,283",$8.85,1727,coin
DES,Destiny,"$15,068",$0.009418,1600000,coin
CNC,CHNCoin,"$14,832",$0.000325,45570823,coin
OS76,OsmiumCoin,"$14,783",$0.016535,894026,coin
RIDE,Ride My Car,"$14,562",$0.000144,101276976,coin
BNX,BnrtxCoin,"$14,443",$0.000576,25080501,coin
XOC,Xonecoin,"$13,950",$0.033214,420000,coin
MRNG,MorningStar,"$13,596",$0.000419,32478953,coin
ALTC,Antilitecoin,"$13,593",$0.000431,31512613,coin
BIOB,BioBar,"$13,245",$0.014953,885756,coin
MGM,Magnum,"$11,975",$0.003072,3898171,coin
WEX,Wexcoin,"$11,232",$0.042103,266782,coin
REV,Revenu,"$11,001",$0.009202,1195525,coin
SDP,SydPak,"$9,249",$0.057944,159612,coin
SLFI,Selfiecoin,"$7,752",$0.000072,107829281,coin
TRADE,Tradecoin,"$7,685",$0.001078,7126650,coin
SANDG,Save and Gain,"$7,271",$0.002372,3064800,coin
ARGUS,Argus,"$7,200",$0.006270,1148324,coin
ELS,Elysium,"$6,910",$0.001725,4005012,coin
GEERT,GeertCoin,"$6,640",$0.001304,5091200,coin
VOLT,Bitvolt,"$6,519",$0.000431,15112554,coin
VTA,Virtacoin,"$6,457",$0.000001,5201310113,coin
NODC,NodeCoin,"$6,122",$0.003647,1678439,coin
LVPS,LevoPlus,"$6,059",$0.004959,1221654,coin
XRC,Rawcoin,"$5,682",$0.008061,704882,coin
WBC,WalletBuildersCoin,"$5,124",$0.273258,18751,coin
P7C,P7Coin,"$5,064",$0.000144,35220238,coin
XNG,Enigma,"$3,586",$0.215674,16627,coin
PWR,Powercoin,"$3,573",$0.000071,49983870,coin
CONX,Concoin,"$2,996",$0.004026,744266,coin
CF,Californium,"$2,948",$0.026528,111110,coin
FRAZ,Frazcoin,"$2,741",$0.000312,8772322,coin
PIZZA,PizzaCoin,"$1,981",$0.001438,1377917,coin
TOKEN,SwapToken,"$1,759",$1.1e-07,15320585365,coin
MNC,MantraCoin,"$1,657",$0.000356,4650380,coin
GSR,GeyserCoin,"$1,583",$0.033789,46864,coin
ULA,Ulatech,"$1,232",$0.012671,97251,coin
DGCS,Digital Credits,$838,$0.000144,5826388,coin
ENV,Environ,$778,$0.000006,132717518,coin
SOJ,Sojourn,$759,$0.001563,485214,coin
ABN,Abncoin,$720,$0.010640,67700,coin
FDC,Future Digital Currency,$186,$0.000067,2753201,coin
CALC,CaliphCoin,$58,$0.000666,87140,coin
APW,AppleCoin,$5,$0.000072,62846,coin
BTG,[[Bitcoin Gold [Futures] ]],,$185.14,,coin
REC,Regalcoin,,$63.71,,coin
FRGC,Fargocoin,,$8.23,,coin
FRST,FirstCoin,,$16.78,,coin
B2X,SegWit2x Futures,,$479.26,,coin
XIN,Infinity Economics,,$0.075490,,coin
SIC,Swisscoin,,$0.009346,,coin
DSR,Desire,,$0.752701,,coin
THS,TechShares,,$0.718521,,coin
CLUB,ClubCoin,,$1.75,,coin
XTZ,Tezos,,$1.73,,coin
CHEAP,Cheapcoin,,$0.000647,,coin
HIGH,High Gain,,$0.003451,,coin
MSD,MSD,,$0.015169,,coin
BTU,Bitcoin Unlimited,,$156.00,,coin
BPL,Blockpool,,$0.350802,,coin
BUZZ,BuzzCoin,,$0.000323,,coin
DEUS,DeusCoin,,$0.435373,,coin
PHR,Phore,,$0.337881,,coin
GBG,Golos Gold,,$0.108288,,coin
MGC,GulfCoin,,$0.007980,,coin
RMC,Russian Mining Coin,,$9345.33,,coin
AKY,Akuya Coin,,$0.409780,,coin
LAZ,Lazaruscoin,,$0.002157,,coin
BTBc,Bitbase,,$0.022646,,coin
PURE,Pure,,$0.452195,,coin
BSR,BitSoar,,$0.123437,,coin
SIGMA,SIGMAcoin,,$0.044391,,coin
FOR,FORCE,,$0.002768,,coin
TER,TerraNova,,$4.25,,coin
VASH,VPNCoin,,$0.004745,,coin
RUNNERS,Runners,,$0.000359,,coin
BSN,Bastonet,,$0.001006,,coin
MEN,PeopleCoin,,$0.000072,,coin
DUTCH,Dutch Coin,,$0.000863,,coin
BOS,BOScoin,,$1.29,,coin
TCOIN,T-coin,,$0.000144,,coin
APC,AlpaCoin,,$0.002876,,coin
ECC,ECC,,$0.000216,,coin
VULC,Vulcano,,$0.015716,,coin
STARS,StarCash Network,,$0.201310,,coin
PRIMU,Primulon,,$0.000305,,coin
TELL,Tellurion,,$0.000431,,coin
GRN,Granite,,$0.010137,,coin
ACES,Aces,,$0.000277,,coin
AURS,Aureus,,$14.98,,coin
DFS,DFSCoin,,$0.007427,,coin
AMS,AmsterdamCoin,,$0.006633,,coin
PCS,Pabyosi Coin,,$0.062112,,coin
PAC,Paccoin,,$3.2e-07,,coin
ATMC,ATMCoin,,$1.44,,coin
WA,WA Space,,$0.014019,,coin
ACC,AdCoin,,$0.091212,,coin
XSTC,Safe Trade Coin,,$0.000072,,coin
XTD,XTD Coin,,$0.000072,,coin
XID,International Diamond,,$0.006398,,coin
KARMA,Karmacoin,,$0.000072,,coin
COUPE,Coupecoin,,$0.000013,,coin
NAMO,NamoCoin,,$0.000213,,coin
CYDER,Cyder,,$0.000575,,coin
BIXC,BIXC,,$2.88,,coin
BIRDS,Birds,,$0.000144,,coin
FLASH,Flash,,$0.005032,,coin
REGA,Regacoin,,$0.002876,,coin
HCC,Happy Creator Coin,,$0.000288,,coin
9COIN,9COIN,,$0.003882,,coin
INDIA,India Coin,,$0.000216,,coin
SHND,StrongHands,,$2e-08,,coin
PRN,Protean,,$0.000045,,coin
WINK,Wink,,$0.000341,,coin
LDCN,LandCoin,,$0.000918,,coin
ZBC,Zilbercoin,,$0.037361,,coin
PEC,Peacecoin,,$0.005176,,coin
UNRC,UniversalRoyalCoin,,$0.000935,,coin
RCN,Rcoin,,$0.000072,,coin
RBBT,RabbitCoin,,$0.000002,,coin
MARX,MarxCoin,,$0.000885,,coin
MOTO,Motocoin,,$0.004722,,coin
LEPEN,LePen,,$0.000076,,coin
RUPX,Rupaya OLD,,$0.004385,,coin
XQN,Quotient,,$0.005751,,coin
HALLO,Halloween Coin,,$0.000179,,coin
BCCS,BitcoinCashScrypt,,$0.009490,,coin
BIT,First Bitcoin,,$0.013587,,coin
UR,UR,,$0.000857,,coin
AXIOM,Axiom,,$0.011215,,coin
FLAP,FlappyCoin,,$0.000001,,coin
YES,Yescoin,,$0.000006,,coin
BUB,Bubble,,$0.030913,,coin
NBIT,netBit,,$0.034508,,coin
TURBO,TurboCoin,,$0.000072,,coin
BAT,BatCoin,,$0.000003,,coin
SHA,SHACoin,,$0.000647,,coin
QBT,Cubits,,$0.000712,,coin
HNC,Huncoin,,$0.002732,,coin
DASHS,Dashs,,$0.024012,,coin
SKR,Sakuracoin,,$0.001009,,coin
VOYA,Voyacoin,,$2.52,,coin
RUBIT,RubleBit,,$0.002733,,coin
BET,BetaCoin,,$0.003218,,coin
ACN,Avoncoin,,$0.000288,,coin
ANTX,Antimatter,,$0.000072,,coin
WEC,Wowecoin,,$0.110000,,coin
BEST,BestChain,,$0.001239,,coin
BXC,Bitcedi,,$0.001455,,coin
MONEY,MoneyCoin,,$0.000072,,coin
WOW,Wowcoin,,$0.000140,,coin
TOP,TopCoin,,$0.000359,,coin
DISK,DarkLisk,,$0.000935,,coin
ELC,Elacoin,,$0.081474,,coin
WSX,WeAreSatoshi,,$0.001150,,coin
FFC,FireFlyCoin,,$0.000072,,coin
BLAZR,BlazerCoin,,$0.001137,,coin
XVE,The Vegan Initiative,,$0.000359,,coin
LKC,LinkedCoin,,$0.000144,,coin
FUTC,FutCoin,,$0.002804,,coin
ANI,Animecoin,,$0.000144,,coin
PDG,PinkDog,,$0.000144,,coin
SFE,SafeCoin,,$0.000072,,coin
IVZ,InvisibleCoin,,$0.165637,,coin
BITOK,Bitok,,$0.000072,,coin
DON,Donationcoin,,$0.000646,,coin
SAK,Sharkcoin,,$0.002625,,coin
MBL,MobileCash,,$0.000288,,coin
UNC,UNCoin,,$0.000072,,coin
MRJA,GanjaCoin,,$0.037311,,coin
AV,AvatarCoin,,$0.021927,,coin
TCR,TheCreed,,$0.000288,,coin
GAIN,UGAIN,,$0.000825,,coin
QBC,Quebecoin,,$0.001222,,coin
GMX,GoldMaxCoin,,$0.000503,,coin
QORA,Qora,,$0.125671,,coin
TODAY,TodayCoin,,$0.000503,,coin
OP,Operand,,$0.000863,,coin
MMXVI,MMXVI,,$0.002588,,coin
SPORT,SportsCoin,,$0.000503,,coin
AIB,Advanced Internet Blocks,,$0.002732,,coin
DBG,Digital Bullion Gold,,$0.004098,,coin
DUB,Dubstep,,$0.001438,,coin
GOLF,Golfcoin,,$0.000072,,coin
PRM,PrismChain,,$0.000863,,coin
ASN,Aseancoin,,$0.002157,,coin
TRICK,TrickyCoin,,$0.008267,,coin
OCOW,OCOW,,$0.003595,,coin
XDE2,XDE II,,$4.15,,coin
CBD,CBD Crystals,,$0.001510,,coin
DCRE,DeltaCredits,,$0.184832,,coin
EGG,EggCoin,,$0.030841,,coin
TOPAZ,Topaz Coin,,$0.041697,,coin
EXL,Excelcoin,,$0.000144,,coin
SKULL,Pirate Blocks,,$0.003010,,coin
MONETA,Moneta,,$0.000359,,coin
X2,X2,,$0.000072,,coin
FONZ,Fonziecoin,,$0.000431,,coin
FRWC,FrankyWillCoin,,$0.002732,,coin
NBE,BitCentavo,,$0.000001,,coin
SKC,Skeincoin,,$0.001941,,coin
EDRC,EDRCoin,,$0.036237,,coin
HYPER,Hyper,,$0.017973,,coin
OPES,Opescoin,,$0.001725,,coin
MAVRO,Mavro,,$0.008843,,coin
PSY,Psilocybin,,$0.014378,,coin
CLINT,Clinton,,$0.008483,,coin
RHFC,RHFCoin,,$0.001150,,coin
ZSE,ZSEcoin,,$0.008295,,coin
ROYAL,RoyalCoin,,$0.003235,,coin
XAU,Xaucoin,,$0.016319,,coin
SHELL,ShellCoin,,$0.016823,,coin
IRL,IrishCoin,,$0.002013,,coin
CC,CyberCoin,,$0.000072,,coin
POKE,PokeCoin,,$0.000072,,coin
OMC,Omicron,,$0.075845,,coin
XRY,Royalties,,$0.056363,,coin
FAZZ,Fazzcoin,,$0.001797,,coin
CYC,Cycling Coin,,$0.001150,,coin
UTA,UtaCoin,,$0.001510,,coin
GBRC,Global Business Revolution,,$0.000144,,coin
PCN,PeepCoin,,$0.000072,,coin
MAGN,Magnetcoin,,$0.361756,,coin
KASHH,KashhCoin,,$0.000019,,coin
GAY,GAY Money,,$0.013563,,coin
ASC,AsicCoin,,$0.000274,,coin
VGC,VegasCoin,,$0.000218,,coin
SYNC,Sync,,$533.11,,coin
GML,GameLeagueCoin,,$0.007836,,coin
BGR,Bongger,,$0.000052,,coin
CME,Cashme,,$0.000072,,coin
BAC,BitAlphaCoin,,$0.003101,,coin
PAYP,PayPeer,,$0.000074,,coin
SOUL,SoulCoin,,$0.000072,,coin
RICHX,RichCoin,,$0.006448,,coin
LTH,LAthaan,,$0.000508,,coin
TEAM,TeamUp,,$0.000151,,coin
AXF,AxFunds,,$0.029409,,coin
TERA,TeraCoin,,$0.000072,,coin
TLE,Tattoocoin,,$0.028279,,coin
TYC,Tyrocoin,,$0.040928,,coin
PI,PiCoin,,$0.001305,,coin
ADK,Aidos Kuneen,,$31.41,,coin
FID,BITFID,,$0.144073,,coin
mrc,microcoin,,$0.000073,,coin
MGC,MergeCoin,,,,coin
HATCH,Hatch,,$0.000001,,coin
APR,APR Coin,$1.574.179,"$3,15",500087,coin
